index,question,encoding,answer,type
253,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",yellow,0
254,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",yellow,0
255,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",green,0
256,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
257,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",top,1
258,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
259,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",top,1
260,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",gray,0
261,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
262,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
263,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
264,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",green,0
265,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
266,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
267,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
268,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",circle,1
269,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
270,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
271,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
272,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
273,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
274,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
275,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
276,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
277,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
278,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
279,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
280,Is the blue object on the left or on the right?,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",left,1
281,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
282,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",circle,0
283,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
284,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",bottom,1
285,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",blue,0
286,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
287,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",green,0
288,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
289,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
290,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",red,0
291,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
292,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
293,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
294,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",bottom,1
295,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",bottom,1
296,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
297,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
298,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",red,0
299,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",bottom,1
300,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
301,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",square,1
302,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
303,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",gray,0
304,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
305,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
306,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
307,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
308,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
309,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
310,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",red,0
311,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
312,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
313,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
314,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
315,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
316,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",right,1
317,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
318,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",circle,1
319,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",circle,0
320,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",gray,0
321,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gray,0
322,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
323,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
324,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",circle,1
325,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
326,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",blue,0
327,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
328,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
329,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
330,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
331,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
332,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
333,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
334,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
335,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
336,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
337,Is the yellow object on the left or on the right?,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",right,1
338,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
339,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",circle,0
340,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
341,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
342,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
343,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
344,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
345,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",red,0
346,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
347,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",yellow,0
348,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
349,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
350,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",square,1
351,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
352,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
353,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
354,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",bottom,1
355,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",bottom,1
356,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
357,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
358,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",right,1
359,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",green,0
360,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
361,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
362,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
363,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
364,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",right,1
365,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
366,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
367,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",blue,0
368,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",bottom,1
369,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
370,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
371,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
372,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
373,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
374,Is the blue object on the left or on the right?,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",left,1
375,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",bottom,1
376,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
377,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",red,0
378,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
379,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
380,Is the blue object on the left or on the right?,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",right,1
381,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",red,0
382,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",top,1
383,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",bottom,1
384,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
385,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
386,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
387,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
388,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
389,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
390,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
391,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",top,1
392,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",square,1
393,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",yellow,0
394,Is the yellow object on the left or on the right?,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",right,1
395,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
396,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
397,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
398,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",green,0
399,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",blue,0
400,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",gray,0
401,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
402,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
403,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
404,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",bottom,1
405,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
406,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",square,1
407,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
408,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
409,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
410,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
411,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
412,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
413,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
414,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
415,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
416,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",top,1
417,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",green,0
418,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",gray,0
419,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",top,1
420,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
421,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
422,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
423,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",red,0
424,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
425,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
426,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
427,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",bottom,1
428,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",blue,0
429,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",bottom,1
430,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
431,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
432,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
433,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
434,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",right,1
435,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
436,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
437,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",red,0
438,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
439,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
